SalTime,VoucherTypeName,VchNo,Date,EffectiveDate,Narration,StateBuyer,Cancel,Refund,CustomerName,MailingName,CustomerWebID,CustomerTallyID,BillingAddress,ConsigneeName,ShippingAddress,BillingPinCode,ShippingPinCode,BillingPhoneNo,ShippingPhoneNo,TotalAmount,SalesTallyID,WebID,Action,BillingState,BillingCountry,ShippingState,ShippingCountry,Ledgerdetails,StockItem,DebitorCredit,BilledQty,AcutalQty,Rate,Discount,Amount,AccountingAllocations,BatchName,GodownName,BatchBilledQty,BatchActualQty,BatchRate,BatchDiscount,Agent,CostCentreName
NULL,Purchase Order,PO/AP/49/25-26,6-Jun-25,6-Jun-25,,NULL,NULL,REFUNDED,Lakshmi Narayana Enterprises,Lakshmi Narayana Enterprises,NULL,NULL,"#1-1,87,Beri Street,Opp.Andhra Bank,, Tirupathi-517501.",R.R.Thulasi Builders (I) Pvt Ltd,"S.V.Gosamrakshana Shalai,, Chandragiri Road,, Tirumala Tirupati Devasthanam, Tirupati -517502, Cell.91715 81715",517501,517502,8555865708,NULL,12227.0,1174,NULL,NULL,Andhra Pradesh,India,Andhra Pradesh,India,"[{'Ledgername': 'Lakshmi Narayana Enterprises', 'DebitorCredit': 'CR', 'Amount': 12227.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 12227.0}]}, {'Ledgername': 'Input - SGST', 'DebitorCredit': 'DR', 'Amount': 932.56}, {'Ledgername': 'Input - CGST', 'DebitorCredit': 'DR', 'Amount': 932.56}, {'Ledgername': 'Round Off', 'DebitorCredit': 'DR', 'Amount': 0.14}]",SWR PVC Pipe (Washer Type) 160mm OD (6'),DR,6.00 Rmt,6.00 Rmt,339.00/Rmt,0,-2034.0,"[{'LedgerName': 'Pipes & Fittings', 'Amount': -2034.0}]",Primary Batch,NDDB Dairy Service,6.00 Rmt,6.00 Rmt,339.00/Rmt,0,NDDB Tirupati,NDDB Tirupati
NULL,Purchase Order,PO/AP/50/25-26,6-Jun-25,6-Jun-25,,NULL,NULL,REFUNDED,VPS Enterprises -  Chennai (MSME),VPS Enterprises -  Chennai (MSME),NULL,NULL,"No.108,Devakiammal Street,, Rajiv Nager, Pallikuppam,, Chennai - 77. Ph No: 98000 79065, Email Vpsvethiyal@gmail.Com","R.R.Thulasi Builders (I) Pvt Ltd.,","Tirupathi Smart City Corporation Limited (TSCCL), C/o.Tirupati Municipal Corporation, 13-29-M9-1-00, Tilak Road, East Tirupati, Chittoor District, Andhra Pradesh - 517501., Cell.91715 81715",600 077,517501,044-32562200,NULL,61950.0,1175,NULL,NULL,Tamil Nadu,India,Andhra Pradesh,India,"[{'Ledgername': 'VPS Enterprises -  Chennai (MSME)', 'DebitorCredit': 'CR', 'Amount': 61950.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 61950.0}]}, {'Ledgername': 'Input - IGST', 'DebitorCredit': 'DR', 'Amount': 9450.0}]",Concrete Admixer Oil,DR,1000.000 Ltrs,1000.000 Ltrs,52.50/Ltrs,0,-52500.0,"[{'LedgerName': 'Chemical', 'Amount': -52500.0}]",Primary Batch,COC-Tirupati,1000.000 Ltrs,1000.000 Ltrs,52.50/Ltrs,0,COC Tirupati,COC Tirupati
NULL,Purchase Order,PO/AP/51/25-26,9-Jun-25,9-Jun-25,,NULL,NULL,REFUNDED,JSW Cement Limited - AP,,NULL,NULL,"Bilakalagudu Village,, Gadivemula Mandal,, Kurnool Dist - AP - 518508","R.R.Thulasi Builders (I) Pvt Ltd.,","Tirupathi Smart City Corporation Limited (TSCCL), C/o.Tirupati Municipal Corporation, 13-29-M9-1-00, Tilak Road, East Tirupati, Chittoor District, Andhra Pradesh - 517501., Cell.91715 81715",518508,517501,NULL,NULL,720000.0,1272,NULL,NULL,Andhra Pradesh,India,Andhra Pradesh,India,"[{'Ledgername': 'JSW Cement Limited - AP', 'DebitorCredit': 'CR', 'Amount': 720000.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 720000.0}]}, {'Ledgername': 'Input - SGST', 'DebitorCredit': 'DR', 'Amount': 78750.0}, {'Ledgername': 'Input - CGST', 'DebitorCredit': 'DR', 'Amount': 78750.0}]",Cement OPC 53 Grade in Bulker,DR,120.000 Ton,120.000 Ton,4687.50/Ton,0,-562500.0,"[{'LedgerName': 'Cement', 'Amount': -562500.0}]",Primary Batch,COC-Tirupati,120.000 Ton,120.000 Ton,4687.50/Ton,0,COC Tirupati,COC Tirupati
NULL,Purchase Order,PO/AP/68/25-26,16-Jun-25,16-Jun-25,Being material Delivered to NDDB Tirupathi,NULL,NULL,REFUNDED,SMR Flyash Bricks,SMR Flyash Bricks,NULL,NULL,"209/2B,2C,Junjupalli Pillanakuppam,, Krishnagiri -635115, Ph-90805 76178","R.R.Thulasi Builders (I) Pvt Ltd.,","No. 12-64-2A, Swamy Street Extention, Puttur, Chittoor Dist - 517583., E-Mail : rrthulasi@gmail.com",635115,517583,NULL,NULL,172480.0,1731,NULL,NULL,Andhra Pradesh,India,Andhra Pradesh,India,"[{'Ledgername': 'SMR Flyash Bricks', 'DebitorCredit': 'CR', 'Amount': 172480.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 172480.0}]}, {'Ledgername': 'Input - IGST', 'DebitorCredit': 'DR', 'Amount': 18480.0}]",Flyash Bricks (12%),DR,20000.00 Nos,20000.00 Nos,7.70/Nos,0,-154000.0,"[{'LedgerName': 'Flyash Bricks', 'Amount': -154000.0}]",Primary Batch,NDDB-Tirupati,20000.00 Nos,20000.00 Nos,7.70/Nos,0,NDDB Tirupati,NDDB Tirupati
NULL,Purchase Order,PO/AP/55/25-26,18-Jun-25,18-Jun-25,,NULL,NULL,REFUNDED,JSW Cement Limited - AP,,NULL,NULL,"Bilakalagudu Village,, Gadivemula Mandal,, Kurnool Dist - AP - 518508",R.R.Thulasi Builders (I) Pvt Ltd,"S.V.Gosamrakshana Shalai,, Chandragiri Road,, Tirumala Tirupati Devasthanam, Tirupati -517502, Cell.91715 81715",518508,517502,NULL,NULL,186000.0,1412,NULL,NULL,Andhra Pradesh,India,Andhra Pradesh,India,"[{'Ledgername': 'JSW Cement Limited - AP', 'DebitorCredit': 'CR', 'Amount': 186000.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 186000.0}]}, {'Ledgername': 'Input - SGST', 'DebitorCredit': 'DR', 'Amount': 20343.96}, {'Ledgername': 'Input - CGST', 'DebitorCredit': 'DR', 'Amount': 20343.96}, {'Ledgername': 'Round Off', 'DebitorCredit': 'DR', 'Amount': 1.92}]",Cement OPC 43 Grade in 50 Kg Bags,DR,600.00 Bags,600.00 Bags,242.19/Bags,0,-145314.0,"[{'LedgerName': 'Cement', 'Amount': -145314.0}]",Primary Batch,NDDB-Tirupati,600.00 Bags,600.00 Bags,242.19/Bags,0,NDDB Tirupati,NDDB Tirupati
NULL,Purchase Order,PO/AP/62/25-26,19-Jun-25,19-Jun-25,Being material Delivered to NDDB - Tirupathi,NULL,NULL,REFUNDED,Shri Sai industries - Tirupati,Shri Sai industries - Tirupati,NULL,NULL,"Door No.19-8-8D, Annaimaiah Circle, A.I.R.Road, Tirupati-517501","R.R.Thulasi Builders (I) Pvt Ltd.,","No. 12-64-2A, Swamy Street Extention, Puttur, Chittoor Dist - 517583., E-Mail : rrthulasi@gmail.com",517501,517583,9490306676,NULL,66374.0,1518,NULL,NULL,Andhra Pradesh,India,Andhra Pradesh,India,"[{'Ledgername': 'Shri Sai industries - Tirupati', 'DebitorCredit': 'CR', 'Amount': 66374.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 66374.0}]}, {'Ledgername': 'Input - CGST', 'DebitorCredit': 'DR', 'Amount': 5062.0}, {'Ledgername': 'Input - SGST', 'DebitorCredit': 'DR', 'Amount': 5062.0}]",Cobble Stone,DR,450.00 Nos,450.00 Nos,125.00/Nos,0,-56250.0,"[{'LedgerName': 'Paver Block', 'Amount': -56250.0}]",Primary Batch,NDDB-Tirupati,450.00 Nos,450.00 Nos,125.00/Nos,0,NDDB Tirupati,NDDB Tirupati
NULL,Purchase Order,PO/AP/69/25-26,20-Jun-25,20-Jun-25,,NULL,NULL,REFUNDED,Sakthi Hammering Works,,NULL,NULL,"196/173 Jansi Nagar, Erode, 9486762230","R.R.Thulasi Builders (I) Pvt Ltd.,","No. 12-64-2A, Swamy Street Extention, Puttur, Chittoor Dist - 517583., E-Mail : rrthulasi@gmail.com",NULL,517583,NULL,NULL,100000.0,1746,NULL,NULL,Andhra Pradesh,India,Andhra Pradesh,India,"[{'Ledgername': 'Sakthi Hammering Works', 'DebitorCredit': 'CR', 'Amount': 100000.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 100000.0}]}]",Hammering Rent,DR,400.00 hrs,400.00 hrs,250.00/hrs,0,-100000.0,"[{'LedgerName': 'Hammering Rent', 'Amount': -100000.0}]",Primary Batch,SAPTHAGIRI REST HOUSES BLOCK 1 and 4 TTD,400.00 hrs,400.00 hrs,250.00/hrs,0,SAPTHAGIRI REST HOUSES BLOCK 1 and 4 TTD,SAPTHAGIRI REST HOUSES BLOCK 1 and 4 TTD
NULL,Purchase Order,PO/AP/63/25-26,26-Jun-25,26-Jun-25,,NULL,NULL,REFUNDED,JSW Cement Limited - AP,,NULL,NULL,"Bilakalagudu Village,, Gadivemula Mandal,, Kurnool Dist - AP - 518508","R.R.Thulasi Builders (I) Pvt Ltd.,","Tirupathi Smart City Corporation Limited (TSCCL), C/o.Tirupati Municipal Corporation, 13-29-M9-1-00, Tilak Road, East Tirupati, Chittoor District, Andhra Pradesh - 517501., Cell.91715 81715",518508,517501,NULL,NULL,1160000.0,1536,NULL,NULL,Andhra Pradesh,India,Andhra Pradesh,India,"[{'Ledgername': 'JSW Cement Limited - AP', 'DebitorCredit': 'CR', 'Amount': 1160000.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 1160000.0}]}, {'Ledgername': 'Input - SGST', 'DebitorCredit': 'DR', 'Amount': 126875.0}, {'Ledgername': 'Input - CGST', 'DebitorCredit': 'DR', 'Amount': 126875.0}]",Cement OPC 53 Grade in Bulker,DR,200.000 Ton,200.000 Ton,4531.25/Ton,0,-906250.0,"[{'LedgerName': 'Cement', 'Amount': -906250.0}]",Primary Batch,COC-Tirupati,200.000 Ton,200.000 Ton,4531.25/Ton,0,COC Tirupati,COC Tirupati
NULL,Purchase Order,PO/AP/65/25-26,26-Jun-25,26-Jun-25,Being material Delivered to COC Office Building - AP.,NULL,NULL,REFUNDED,Thangam Traderss - Chennai (MSME),Thangam Traderss - Chennai (MSME),NULL,NULL,"No.1, Sudharshan Nagar,, Thirumullaivoyal,, Chennai - 600062, Cell- 81485 02898","R.R.Thulasi Builders (I) Pvt Ltd.,","Tirupathi Smart City Corporation Limited (TSCCL), C/o.Tirupati Municipal Corporation, 13-29-M9-1-00, Tilak Road, East Tirupati, Chittoor District, Andhra Pradesh - 517501., Ph : 9786677272",600062,517501,NULL,NULL,10042508.0,1581,NULL,NULL,Tamil Nadu,India,Andhra Pradesh,India,"[{'Ledgername': 'Thangam Traderss - Chennai (MSME)', 'DebitorCredit': 'CR', 'Amount': 10042508.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 10042508.0}]}, {'Ledgername': 'Freight Charges GST', 'DebitorCredit': 'DR', 'Amount': 169100.0}, {'Ledgername': 'Input - IGST', 'DebitorCredit': 'DR', 'Amount': 1531908.0}]",Steel Reinforcement Rod 8mm Dia,DR,32.000 Ton,32.000 Ton,48000.00/Ton,0,-1536000.0,"[{'LedgerName': 'Iron & Steel', 'Amount': -1536000.0}]",Primary Batch,COC Office Building- Tirupathi,32.000 Ton,32.000 Ton,48000.00/Ton,0,COC Office Building- Tirupathi,COC Office Building- Tirupathi
NULL,Purchase Order,PO/AP/65/25-26,26-Jun-25,26-Jun-25,Being material Delivered to COC Office Building - AP.,NULL,NULL,REFUNDED,Thangam Traderss - Chennai (MSME),Thangam Traderss - Chennai (MSME),NULL,NULL,"No.1, Sudharshan Nagar,, Thirumullaivoyal,, Chennai - 600062, Cell- 81485 02898","R.R.Thulasi Builders (I) Pvt Ltd.,","Tirupathi Smart City Corporation Limited (TSCCL), C/o.Tirupati Municipal Corporation, 13-29-M9-1-00, Tilak Road, East Tirupati, Chittoor District, Andhra Pradesh - 517501., Ph : 9786677272",600062,517501,NULL,NULL,10042508.0,1581,NULL,NULL,Tamil Nadu,India,Andhra Pradesh,India,"[{'Ledgername': 'Thangam Traderss - Chennai (MSME)', 'DebitorCredit': 'CR', 'Amount': 10042508.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 10042508.0}]}, {'Ledgername': 'Freight Charges GST', 'DebitorCredit': 'DR', 'Amount': 169100.0}, {'Ledgername': 'Input - IGST', 'DebitorCredit': 'DR', 'Amount': 1531908.0}]",Steel Reinforcement Rod 10mm Dia,DR,33.000 Ton,33.000 Ton,47000.00/Ton,0,-1551000.0,"[{'LedgerName': 'Iron & Steel', 'Amount': -1551000.0}]",Primary Batch,COC Office Building- Tirupathi,33.000 Ton,33.000 Ton,47000.00/Ton,0,COC Office Building- Tirupathi,COC Office Building- Tirupathi
NULL,Purchase Order,PO/AP/65/25-26,26-Jun-25,26-Jun-25,Being material Delivered to COC Office Building - AP.,NULL,NULL,REFUNDED,Thangam Traderss - Chennai (MSME),Thangam Traderss - Chennai (MSME),NULL,NULL,"No.1, Sudharshan Nagar,, Thirumullaivoyal,, Chennai - 600062, Cell- 81485 02898","R.R.Thulasi Builders (I) Pvt Ltd.,","Tirupathi Smart City Corporation Limited (TSCCL), C/o.Tirupati Municipal Corporation, 13-29-M9-1-00, Tilak Road, East Tirupati, Chittoor District, Andhra Pradesh - 517501., Ph : 9786677272",600062,517501,NULL,NULL,10042508.0,1581,NULL,NULL,Tamil Nadu,India,Andhra Pradesh,India,"[{'Ledgername': 'Thangam Traderss - Chennai (MSME)', 'DebitorCredit': 'CR', 'Amount': 10042508.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 10042508.0}]}, {'Ledgername': 'Freight Charges GST', 'DebitorCredit': 'DR', 'Amount': 169100.0}, {'Ledgername': 'Input - IGST', 'DebitorCredit': 'DR', 'Amount': 1531908.0}]",Steel Reinforcement Rod 12mm Dia,DR,32.000 Ton,32.000 Ton,46500.00/Ton,0,-1488000.0,"[{'LedgerName': 'Iron & Steel', 'Amount': -1488000.0}]",Primary Batch,COC Office Building- Tirupathi,32.000 Ton,32.000 Ton,46500.00/Ton,0,COC Office Building- Tirupathi,COC Office Building- Tirupathi
NULL,Purchase Order,PO/AP/65/25-26,26-Jun-25,26-Jun-25,Being material Delivered to COC Office Building - AP.,NULL,NULL,REFUNDED,Thangam Traderss - Chennai (MSME),Thangam Traderss - Chennai (MSME),NULL,NULL,"No.1, Sudharshan Nagar,, Thirumullaivoyal,, Chennai - 600062, Cell- 81485 02898","R.R.Thulasi Builders (I) Pvt Ltd.,","Tirupathi Smart City Corporation Limited (TSCCL), C/o.Tirupati Municipal Corporation, 13-29-M9-1-00, Tilak Road, East Tirupati, Chittoor District, Andhra Pradesh - 517501., Ph : 9786677272",600062,517501,NULL,NULL,10042508.0,1581,NULL,NULL,Tamil Nadu,India,Andhra Pradesh,India,"[{'Ledgername': 'Thangam Traderss - Chennai (MSME)', 'DebitorCredit': 'CR', 'Amount': 10042508.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 10042508.0}]}, {'Ledgername': 'Freight Charges GST', 'DebitorCredit': 'DR', 'Amount': 169100.0}, {'Ledgername': 'Input - IGST', 'DebitorCredit': 'DR', 'Amount': 1531908.0}]",Steel Reinforcement Rod 20mm Dia,DR,26.000 Ton,26.000 Ton,46500.00/Ton,0,-1209000.0,"[{'LedgerName': 'Iron & Steel', 'Amount': -1209000.0}]",Primary Batch,COC Office Building- Tirupathi,26.000 Ton,26.000 Ton,46500.00/Ton,0,COC Office Building- Tirupathi,COC Office Building- Tirupathi
NULL,Purchase Order,PO/AP/65/25-26,26-Jun-25,26-Jun-25,Being material Delivered to COC Office Building - AP.,NULL,NULL,REFUNDED,Thangam Traderss - Chennai (MSME),Thangam Traderss - Chennai (MSME),NULL,NULL,"No.1, Sudharshan Nagar,, Thirumullaivoyal,, Chennai - 600062, Cell- 81485 02898","R.R.Thulasi Builders (I) Pvt Ltd.,","Tirupathi Smart City Corporation Limited (TSCCL), C/o.Tirupati Municipal Corporation, 13-29-M9-1-00, Tilak Road, East Tirupati, Chittoor District, Andhra Pradesh - 517501., Ph : 9786677272",600062,517501,NULL,NULL,10042508.0,1581,NULL,NULL,Tamil Nadu,India,Andhra Pradesh,India,"[{'Ledgername': 'Thangam Traderss - Chennai (MSME)', 'DebitorCredit': 'CR', 'Amount': 10042508.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 10042508.0}]}, {'Ledgername': 'Freight Charges GST', 'DebitorCredit': 'DR', 'Amount': 169100.0}, {'Ledgername': 'Input - IGST', 'DebitorCredit': 'DR', 'Amount': 1531908.0}]",Steel Reinforcement Rod 16mm Dia,DR,30.000 Ton,30.000 Ton,46500.00/Ton,0,-1395000.0,"[{'LedgerName': 'Iron & Steel', 'Amount': -1395000.0}]",Primary Batch,COC Office Building- Tirupathi,30.000 Ton,30.000 Ton,46500.00/Ton,0,COC Office Building- Tirupathi,COC Office Building- Tirupathi
NULL,Purchase Order,PO/AP/65/25-26,26-Jun-25,26-Jun-25,Being material Delivered to COC Office Building - AP.,NULL,NULL,REFUNDED,Thangam Traderss - Chennai (MSME),Thangam Traderss - Chennai (MSME),NULL,NULL,"No.1, Sudharshan Nagar,, Thirumullaivoyal,, Chennai - 600062, Cell- 81485 02898","R.R.Thulasi Builders (I) Pvt Ltd.,","Tirupathi Smart City Corporation Limited (TSCCL), C/o.Tirupati Municipal Corporation, 13-29-M9-1-00, Tilak Road, East Tirupati, Chittoor District, Andhra Pradesh - 517501., Ph : 9786677272",600062,517501,NULL,NULL,10042508.0,1581,NULL,NULL,Tamil Nadu,India,Andhra Pradesh,India,"[{'Ledgername': 'Thangam Traderss - Chennai (MSME)', 'DebitorCredit': 'CR', 'Amount': 10042508.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 10042508.0}]}, {'Ledgername': 'Freight Charges GST', 'DebitorCredit': 'DR', 'Amount': 169100.0}, {'Ledgername': 'Input - IGST', 'DebitorCredit': 'DR', 'Amount': 1531908.0}]",Steel Reinforcement Rod 25mm Dia,DR,25.000 Ton,25.000 Ton,46500.00/Ton,0,-1162500.0,"[{'LedgerName': 'Iron & Steel', 'Amount': -1162500.0}]",Primary Batch,COC Office Building- Tirupathi,25.000 Ton,25.000 Ton,46500.00/Ton,0,COC Office Building- Tirupathi,COC Office Building- Tirupathi
NULL,Purchase Order,PO/AP/67/25-26,3-Jul-25,3-Jul-25,,NULL,NULL,REFUNDED,OFB Tech Private Limited - Chennai,OFB Tech Private Limited - Chennai,NULL,NULL,"Flat No.42/129 - 1st Floor, Sterling Road,, Nungambakkam, Chennai - 600 034",R.R.Thulasi Builders (I) Pvt Ltd,"S.V.Gosamrakshana Shalai,, Chandragiri Road,, Tirumala Tirupati Devasthanam, Tirupati -517502, Cell.91715 81715",600034,517502,NULL,NULL,1560550.0,1667,NULL,NULL,Tamil Nadu,India,Andhra Pradesh,India,"[{'Ledgername': 'OFB Tech Private Limited - Chennai', 'DebitorCredit': 'CR', 'Amount': 1560550.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 1560550.0}]}, {'Ledgername': 'Input - IGST', 'DebitorCredit': 'DR', 'Amount': 238050.0}]",Steel Reinforcement Rod 8mm Dia,DR,25.000 Ton,25.000 Ton,52900.00/Ton,0,-1322500.0,"[{'LedgerName': 'Iron & Steel', 'Amount': -1322500.0}]",Primary Batch,NDDB-Tirupati,25.000 Ton,25.000 Ton,52900.00/Ton,0,NDDB Tirupati,NDDB Tirupati
NULL,Purchase Order,PO/AP/70/25-26,9-Jul-25,9-Jul-25,,NULL,NULL,REFUNDED,VPS Enterprises -  Chennai (MSME),VPS Enterprises -  Chennai (MSME),NULL,NULL,"No.108,Devakiammal Street,, Rajiv Nager, Pallikuppam,, Chennai - 77. Ph No: 98000 79065, Email Vpsvethiyal@gmail.Com",R.R.Thulasi Builders (I) Pvt Ltd,"S.V.Gosamrakshana Shalai,, Chandragiri Road,, Tirumala Tirupati Devasthanam, Tirupati -517502, Cell.91715 81715",600 077,517502,044-32562200,NULL,61950.0,1760,NULL,NULL,Tamil Nadu,India,Andhra Pradesh,India,"[{'Ledgername': 'VPS Enterprises -  Chennai (MSME)', 'DebitorCredit': 'CR', 'Amount': 61950.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 61950.0}]}, {'Ledgername': 'Input - IGST', 'DebitorCredit': 'DR', 'Amount': 9450.0}]",Concrete Admixer Oil,DR,1000.000 Ltrs,1000.000 Ltrs,52.50/Ltrs,0,-52500.0,"[{'LedgerName': 'Chemical', 'Amount': -52500.0}]",Primary Batch,NDDB-Tirupati,1000.000 Ltrs,1000.000 Ltrs,52.50/Ltrs,0,NDDB Dairy Service,NDDB Dairy Service
NULL,Purchase Order,PO/AP/71/25-26,9-Jul-25,9-Jul-25,,NULL,NULL,REFUNDED,JSW Cement Limited - AP,,NULL,NULL,"Bilakalagudu Village,, Gadivemula Mandal,, Kurnool Dist - AP - 518508",R.R.Thulasi Builders (I) Pvt Ltd,"S.V.Gosamrakshana Shalai,, Chandragiri Road,, Tirumala Tirupati Devasthanam, Tirupati -517502, cELL.91715 81715",518508,517502,NULL,NULL,180000.0,1761,NULL,NULL,Andhra Pradesh,India,Andhra Pradesh,India,"[{'Ledgername': 'JSW Cement Limited - AP', 'DebitorCredit': 'CR', 'Amount': 180000.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 180000.0}]}, {'Ledgername': 'Input - SGST', 'DebitorCredit': 'DR', 'Amount': 19687.92}, {'Ledgername': 'Input - CGST', 'DebitorCredit': 'DR', 'Amount': 19687.92}, {'Ledgername': 'Round Off', 'DebitorCredit': 'DR', 'Amount': 3.84}]",Cement OPC 43 Grade in 50 Kg Bags,DR,600.00 Bags,600.00 Bags,234.38/Bags,0,-140628.0,"[{'LedgerName': 'Cement', 'Amount': -140628.0}]",Primary Batch,NDDB-Tirupati,600.00 Bags,600.00 Bags,234.38/Bags,0,NDDB Tirupati,NDDB Tirupati
